EMPLOYEE_HISTORY_CODE,EMPLOYEE_HISTORY_PARENT,EMPLOYEE_CODE,RECORD_START_DATE,RECORD_END_DATE,POSITION_CODE,POSITION_START_DATE,MANAGER_CODE,MANAGER,MANAGER_MB,BRANCH_CODE,ORGANIZATION_CODE
30244,30400,10267,2016-09-25 00:00:00.0,,3700,2016-09-25 00:00:00.0,10423,Martijn Buren,Martijn Buren,9,5710
30245,30114,10268,2018-11-25 00:00:00.0,,4000,2018-11-25 00:00:00.0,10137,Axel Armfelt,Axel Armfelt,9,5730
30246,30413,10269,2019-09-04 00:00:00.0,,5000,2019-09-04 00:00:00.0,10436,Joki Virtanen,Joki Virtanen,9,5820
30869,30639,10270,2018-04-13 00:00:00.0,2019-09-03 00:00:00.0,5100,2018-04-13 00:00:00.0,10673,Ariaantje Dirchs,Ariaantje Dirchs,9,5820
30247,30246,10270,2019-09-04 00:00:00.0,,5100,2018-04-13 00:00:00.0,10269,Geesje Herbert,Geesje Herbert,9,5820
30248,30022,10271,2017-01-20 00:00:00.0,,5700,2017-01-20 00:00:00.0,10030,Karin Bergström,Karin Bergström,15,015
30249,30022,10272,2016-04-22 00:00:00.0,,5700,2016-04-22 00:00:00.0,10030,Karin Bergström,Karin Bergström,15,015
30250,30022,10273,2019-01-26 00:00:00.0,,5500,2019-01-26 00:00:00.0,10030,Karin Bergström,Karin Bergström,15,015
30283,30459,10306,2017-09-16 00:00:00.0,,4800,2016-02-07 00:00:00.0,10482,Isabella Lombardi,Isabella Lombardi,7,7810
30897,30660,10307,2016-10-20 00:00:00.0,2018-11-20 00:00:00.0,5600,2016-10-20 00:00:00.0,10694,Bautista Fernandez,Bautista Fernandez,29,029
30284,30463,10307,2018-11-21 00:00:00.0,,5600,2016-10-20 00:00:00.0,10487,Clara Bordoy,Clara Bordoy,29,029
30285,30421,10308,2014-05-09 00:00:00.0,,1500,2014-05-09 00:00:00.0,10444,Steven Henderson,Steven Henderson,40,8730
30286,30174,10309,2018-08-22 00:00:00.0,,2200,2018-08-22 00:00:00.0,10197,Bertrand Michel,Bertrand Michel,40,8740
30287,30174,10310,2018-07-12 00:00:00.0,,2200,2018-07-12 00:00:00.0,10197,Bertrand Michel,Bertrand Michel,40,8740
30963,30663,10311,2015-09-20 00:00:00.0,2017-10-05 00:00:00.0,2200,2015-09-20 00:00:00.0,10697,Alexandre Thomas,Alexandre Thomas,40,8740
30288,30174,10311,2017-10-06 00:00:00.0,,2200,2015-09-20 00:00:00.0,10197,Bertrand Michel,Bertrand Michel,40,8740
30289,30174,10312,2018-04-04 00:00:00.0,,2000,2018-04-04 00:00:00.0,10197,Bertrand Michel,Bertrand Michel,40,8740
30964,30663,10313,2016-10-01 00:00:00.0,2017-10-05 00:00:00.0,2000,2016-10-01 00:00:00.0,10697,Alexandre Thomas,Alexandre Thomas,40,8740
30290,30174,10313,2017-10-06 00:00:00.0,,2000,2016-10-01 00:00:00.0,10197,Bertrand Michel,Bertrand Michel,40,8740
30291,30179,10314,2020-03-05 00:00:00.0,,2500,2020-03-05 00:00:00.0,10202,Patrick Lioutau,Patrick Lioutau,40,8740
30309,30473,10332,2019-11-14 00:00:00.0,,4000,2018-12-12 00:00:00.0,10497,Anja Breitfeld,Anja Breitfeld,40,8730
30556,30542,10580,2014-09-21 00:00:00.0,,1600,2014-09-21 00:00:00.0,10566,Kazuki Sasaki,一樹 佐々木,25,4750
30557,30542,10581,2014-06-01 00:00:00.0,,1700,2014-06-01 00:00:00.0,10566,Kazuki Sasaki,一樹 佐々木,26,4720
30810,30672,10582,2016-04-24 00:00:00.0,2017-06-28 00:00:00.0,5800,2016-04-24 00:00:00.0,10706,Haruka Kobayashi,遥 小林,26,4810
30558,30528,10582,2017-06-29 00:00:00.0,,4700,2017-06-29 00:00:00.0,10552,Shujuan Hu,淑娟 胡,26,4810
30970,30672,10583,2014-12-31 00:00:00.0,2017-06-28 00:00:00.0,4800,2014-12-31 00:00:00.0,10706,Haruka Kobayashi,遥 小林,26,4810
30559,30558,10583,2017-06-29 00:00:00.0,,4800,2014-12-31 00:00:00.0,10582,Haruka Sato,遥 佐藤,26,4810
30560,30516,10584,2015-10-18 00:00:00.0,,2600,2015-10-18 00:00:00.0,10540,Anling Zhang,安玲 張,32,4740
30812,30673,10585,2015-08-08 00:00:00.0,2018-12-29 00:00:00.0,5700,2015-08-08 00:00:00.0,10707,Hye-Yul Gang,혜율 강,32,032
30561,30064,10585,2018-12-30 00:00:00.0,,5400,2018-12-30 00:00:00.0,10087,Kazumi Uragome,和美 裏込,32,032
30562,30539,10586,2014-01-24 00:00:00.0,,5000,2014-01-24 00:00:00.0,10563,Isamu Aoki,勇 青木,32,4820
30563,30562,10587,2019-10-25 00:00:00.0,,5100,2019-10-25 00:00:00.0,10586,Hye-Yul Choi,혜율 최,32,4820
30622,30433,10646,2017-07-09 00:00:00.0,,5800,2017-07-09 00:00:00.0,10456,Jeanne Bertrand,Jeanne Bertrand,38,6810
30623,30433,10647,2016-06-13 00:00:00.0,,4800,2016-06-13 00:00:00.0,10456,Jeanne Bertrand,Jeanne Bertrand,38,6810
30624,30433,10648,2017-01-12 00:00:00.0,,4800,2017-01-12 00:00:00.0,10456,Jeanne Bertrand,Jeanne Bertrand,38,6810
30625,30433,10649,2017-06-09 00:00:00.0,,4800,2017-06-09 00:00:00.0,10456,Jeanne Bertrand,Jeanne Bertrand,38,6810
30971,30672,10650,2015-05-02 00:00:00.0,2017-06-28 00:00:00.0,4800,2015-05-02 00:00:00.0,10706,Haruka Kobayashi,遥 小林,26,4810
30626,30558,10650,2017-06-29 00:00:00.0,,4800,2015-05-02 00:00:00.0,10582,Haruka Sato,遥 佐藤,26,4810
30972,30672,10651,2014-03-27 00:00:00.0,2017-06-28 00:00:00.0,4800,2014-03-27 00:00:00.0,10706,Haruka Kobayashi,遥 小林,26,4810
30627,30558,10651,2017-06-29 00:00:00.0,,4800,2014-03-27 00:00:00.0,10582,Haruka Sato,遥 佐藤,26,4810
30628,30557,10652,2016-04-01 00:00:00.0,,4300,2016-04-01 00:00:00.0,10581,Isamu Ito,勇 伊藤,26,4720
30629,30572,10653,2014-09-27 00:00:00.0,,1900,2014-09-27 00:00:00.0,10596,Lifang Tan,麗芳 陈,33,4740
30630,30524,10654,2016-09-01 00:00:00.0,,3100,2016-09-01 00:00:00.0,10548,Lide Zhu,立德 朱,34,4760
30631,30628,10655,2019-07-10 00:00:00.0,,4400,2019-07-10 00:00:00.0,10652,Saburo Tanaka,三郎 田中,32,4720
30685,30416,10719,2016-07-07 00:00:00.0,,5500,2016-07-07 00:00:00.0,10439,Petri Eskola,Petri Eskola,31,031
30273,30144,10296,2013-10-31 00:00:00.0,,1900,2013-10-31 00:00:00.0,10167,Umberto Colombo,Umberto Colombo,7,7740
30274,30616,10297,2018-03-02 00:00:00.0,,2600,2018-03-02 00:00:00.0,10640,Helen Jones,Helen Jones,13,6740
30292,30179,10315,2020-04-17 00:00:00.0,,2500,2020-04-17 00:00:00.0,10202,Patrick Lioutau,Patrick Lioutau,40,8740
30293,30179,10316,2019-01-26 00:00:00.0,,2600,2019-01-26 00:00:00.0,10202,Patrick Lioutau,Patrick Lioutau,40,8740
30294,30179,10317,2017-11-15 00:00:00.0,,2600,2017-11-15 00:00:00.0,10202,Patrick Lioutau,Patrick Lioutau,40,8740
30295,30179,10318,2018-01-18 00:00:00.0,,2400,2018-01-18 00:00:00.0,10202,Patrick Lioutau,Patrick Lioutau,40,8740
30296,30179,10319,2017-10-01 00:00:00.0,,2600,2017-10-01 00:00:00.0,10202,Patrick Lioutau,Patrick Lioutau,40,8740
30297,30179,10320,2018-12-20 00:00:00.0,,2600,2018-12-20 00:00:00.0,10202,Patrick Lioutau,Patrick Lioutau,40,8740
30298,30179,10321,2019-03-21 00:00:00.0,,2600,2019-03-21 00:00:00.0,10202,Patrick Lioutau,Patrick Lioutau,40,8740
30299,30179,10322,2019-09-13 00:00:00.0,,2600,2019-09-13 00:00:00.0,10202,Patrick Lioutau,Patrick Lioutau,40,8740
30789,30666,10323,2016-04-28 00:00:00.0,2020-06-26 00:00:00.0,3300,2016-04-28 00:00:00.0,10700,Amaury Moreau,Amaury Moreau,40,8760
30300,30170,10323,2020-06-27 00:00:00.0,,3100,2020-06-27 00:00:00.0,10193,Paul Schlosser,Paul Schlosser,40,8760
30829,30666,10324,2020-01-04 00:00:00.0,2020-06-26 00:00:00.0,3400,2020-01-04 00:00:00.0,10700,Amaury Moreau,Amaury Moreau,40,8760
30301,30300,10324,2020-06-27 00:00:00.0,,3400,2020-01-04 00:00:00.0,10323,Aaghie Heiman,Aaghie Heiman,40,8760
30318,30316,10341,2019-09-14 00:00:00.0,,5000,2016-07-14 00:00:00.0,10339,Grazia Gallo,Grazia Gallo,40,8820
30319,30316,10342,2020-06-15 00:00:00.0,,5100,2020-06-15 00:00:00.0,10339,Grazia Gallo,Grazia Gallo,40,8820
30867,30668,10343,2014-09-25 00:00:00.0,2019-09-13 00:00:00.0,5100,2014-09-25 00:00:00.0,10702,Rolf Erler,Rolf Erler,40,8820
30320,30316,10343,2019-09-14 00:00:00.0,,5100,2014-09-25 00:00:00.0,10339,Grazia Gallo,Grazia Gallo,40,8820
30868,30668,10344,2018-04-19 00:00:00.0,2019-09-13 00:00:00.0,5100,2018-04-19 00:00:00.0,10702,Rolf Erler,Rolf Erler,40,8820
30321,30316,10344,2019-09-14 00:00:00.0,,5100,2018-04-19 00:00:00.0,10339,Grazia Gallo,Grazia Gallo,40,8820
30791,30669,10345,2016-01-10 00:00:00.0,2018-10-09 00:00:00.0,5700,2016-01-10 00:00:00.0,10703,Tresa Seefelder,Tresa Seefelder,40,040
30322,30486,10345,2018-10-10 00:00:00.0,,5400,2018-10-10 00:00:00.0,10510,Nicholas Bichot,Nicholas Bichot,40,040
30910,30669,10346,2016-11-25 00:00:00.0,2018-10-09 00:00:00.0,5700,2016-11-25 00:00:00.0,10703,Tresa Seefelder,Tresa Seefelder,40,040
30323,30322,10346,2018-10-10 00:00:00.0,,5700,2016-11-25 00:00:00.0,10345,Ulla Blackmore,Ulla Blackmore,40,040
31035,30517,10661,2018-02-07 00:00:00.0,,5100,2018-02-07 00:00:00.0,10541,Wenhui Hé,文慧 何,33,4820
31036,30517,10662,2019-06-19 00:00:00.0,,5100,2019-06-19 00:00:00.0,10541,Wenhui Hé,文慧 何,28,4820
30632,30637,10666,2015-11-05 00:00:00.0,,5400,2015-11-05 00:00:00.0,10671,Nicole Steinberg,Nicole Steinberg,30,030
30636,30341,10670,2015-10-16 00:00:00.0,,3500,2015-10-16 00:00:00.0,10364,Scott Brown,Scott Brown,24,1710
30637,30382,10671,2015-01-14 00:00:00.0,,5300,2015-01-14 00:00:00.0,10405,Donald Gardner,Donald Gardner,21,1800
30989,30648,10730,2015-12-05 00:00:00.0,2017-01-25 00:00:00.0,5500,2015-12-05 00:00:00.0,10682,David Fournier,David Fournier,23,023
30696,30055,10730,2017-01-26 00:00:00.0,,5500,2015-12-05 00:00:00.0,10075,Julie Béchard,Julie Béchard,23,023
30697,30452,10731,2015-09-25 00:00:00.0,,3700,2015-09-25 00:00:00.0,10475,Laura Portales,Laura Portales,39,7710
30698,30778,10732,2019-05-16 00:00:00.0,,5100,2019-05-16 00:00:00.0,10183,Otto Kunstler,Otto Kunstler,7,7820
30699,30004,10733,2018-03-30 00:00:00.0,,5700,2018-03-30 00:00:00.0,10012,Elsbeth Wiesinger,Elsbeth Wiesinger,13,013
30700,30179,10734,2017-02-24 00:00:00.0,,2400,2017-02-24 00:00:00.0,10202,Patrick Lioutau,Patrick Lioutau,40,8740
30701,30322,10735,2018-10-18 00:00:00.0,,5500,2018-10-18 00:00:00.0,10345,Ulla Blackmore,Ulla Blackmore,40,040
30702,30105,10736,2016-08-06 00:00:00.0,,5700,2016-08-06 00:00:00.0,10128,Gepetto Perez,Gepetto Perez,24,024
30703,30236,10737,2019-04-11 00:00:00.0,,2400,2019-04-11 00:00:00.0,10259,Kerstin Lagerskiöld,Kerstin Lagerskiöld,15,5740
30704,30022,10738,2016-02-04 00:00:00.0,,5500,2016-02-04 00:00:00.0,10030,Karin Bergström,Karin Bergström,15,015
30705,30056,10739,2018-03-15 00:00:00.0,,4000,2018-03-15 00:00:00.0,10076,Florence Martin,Florence Martin,6,6730
30706,30616,10740,2018-03-07 00:00:00.0,,2600,2018-03-07 00:00:00.0,10640,Helen Jones,Helen Jones,38,6740
31020,30532,10801,2017-02-05 00:00:00.0,,5800,2017-02-05 00:00:00.0,10556,Ting Guo,婷 郭,34,4810
31024,30532,10802,2017-02-05 00:00:00.0,,4800,2017-02-05 00:00:00.0,10556,Ting Guo,婷 郭,34,4810
31025,30532,10803,2017-02-02 00:00:00.0,,4800,2017-02-02 00:00:00.0,10556,Ting Guo,婷 郭,34,4810
30372,30370,10395,2018-09-26 00:00:00.0,,4400,2017-03-02 00:00:00.0,10393,Susan Harvey,Susan Harvey,24,1720
30928,30638,10396,2017-01-01 00:00:00.0,2018-09-25 00:00:00.0,4400,2017-01-01 00:00:00.0,10672,Monica Squires,Monica Squires,24,1720
30373,30370,10396,2018-09-26 00:00:00.0,,4400,2017-01-01 00:00:00.0,10393,Susan Harvey,Susan Harvey,24,1720
30374,30052,10397,2014-10-08 00:00:00.0,,4700,2014-10-08 00:00:00.0,10072,Greg Belding,Greg Belding,30,1810
30924,30669,10350,2016-09-15 00:00:00.0,2018-10-09 00:00:00.0,5500,2016-09-15 00:00:00.0,10703,Tresa Seefelder,Tresa Seefelder,40,040
30792,30322,10350,2018-10-10 00:00:00.0,2020-01-08 00:00:00.0,5500,2016-09-15 00:00:00.0,10345,Ulla Blackmore,Ulla Blackmore,40,040
30327,30322,10350,2020-01-09 00:00:00.0,,5600,2020-01-09 00:00:00.0,10345,Ulla Blackmore,Ulla Blackmore,40,040
30914,30669,10351,2015-07-10 00:00:00.0,2018-10-09 00:00:00.0,5600,2015-07-10 00:00:00.0,10703,Tresa Seefelder,Tresa Seefelder,40,040
30328,30322,10351,2018-10-10 00:00:00.0,,5600,2015-07-10 00:00:00.0,10345,Ulla Blackmore,Ulla Blackmore,40,040
30898,30730,10352,2018-03-09 00:00:00.0,2019-11-30 00:00:00.0,4400,2018-03-09 00:00:00.0,10764,Chale Soto,Chale Soto,29,7720
31016,30455,10352,2019-12-01 00:00:00.0,2020-04-15 00:00:00.0,4400,2018-03-09 00:00:00.0,10478,Claudia Gianni,Claudia Gianni,29,7720
30329,30456,10352,2020-04-16 00:00:00.0,,4400,2018-03-09 00:00:00.0,10479,Eduardo Albors,Eduardo Albors,29,7720
30955,30667,10514,2015-10-22 00:00:00.0,2017-12-19 00:00:00.0,5600,2015-10-22 00:00:00.0,10701,Gretchen Goetschy,Gretchen Goetschy,14,014
30490,30009,10514,2017-12-20 00:00:00.0,,5600,2015-10-22 00:00:00.0,10017,Fritz Hirsch,Fritz Hirsch,14,014
30491,30004,10515,2019-01-12 00:00:00.0,,5600,2019-01-12 00:00:00.0,10012,Elsbeth Wiesinger,Elsbeth Wiesinger,13,013
30940,30650,10516,2015-05-20 00:00:00.0,2018-03-21 00:00:00.0,5700,2015-05-20 00:00:00.0,10684,Amalie Kunze,Amalie Kunze,13,013
30492,30004,10516,2018-03-22 00:00:00.0,,5700,2015-05-20 00:00:00.0,10012,Elsbeth Wiesinger,Elsbeth Wiesinger,13,013
30493,30516,10517,2018-05-17 00:00:00.0,,2600,2018-05-17 00:00:00.0,10540,Anling Zhang,安玲 張,28,4740
30494,30508,10518,2018-05-23 00:00:00.0,,4800,2018-05-23 00:00:00.0,10532,Dean Campbell,Dean Campbell,28,4810
30495,30629,10519,2019-01-05 00:00:00.0,,2100,2019-01-05 00:00:00.0,10653,Meifeng Toh,美鳳 桌,28,4740
30496,30630,10520,2019-02-02 00:00:00.0,,3400,2019-02-02 00:00:00.0,10654,Liling Guo,麗玲 郭,28,4760
30497,30517,10521,2019-09-06 00:00:00.0,,5100,2019-09-06 00:00:00.0,10541,Wenhui Hé,文慧 何,28,4820
30498,30552,10522,2018-02-18 00:00:00.0,,5300,2018-02-18 00:00:00.0,10576,Genzo Imori,源蔵 井森,28,4800
30499,30629,10523,2018-09-12 00:00:00.0,,2200,2018-09-12 00:00:00.0,10653,Meifeng Toh,美鳳 桌,33,4740
30564,30629,10588,2016-05-26 00:00:00.0,,2000,2016-05-26 00:00:00.0,10653,Meifeng Toh,美鳳 桌,32,4740
30890,30673,10589,2017-11-26 00:00:00.0,2018-12-29 00:00:00.0,5500,2017-11-26 00:00:00.0,10707,Hye-Yul Gang,혜율 강,32,032
30565,30561,10589,2018-12-30 00:00:00.0,,5500,2017-11-26 00:00:00.0,10585,Mal-Su Jung,말수 정,32,032
30891,30673,10590,2014-10-05 00:00:00.0,2018-12-29 00:00:00.0,5600,2014-10-05 00:00:00.0,10707,Hye-Yul Gang,혜율 강,32,032
30275,30454,10298,2020-02-08 00:00:00.0,,2600,2020-02-08 00:00:00.0,10477,Roberto Fusillo,Roberto Fusillo,29,7740
30276,30454,10299,2020-06-19 00:00:00.0,,2400,2020-06-19 00:00:00.0,10477,Roberto Fusillo,Roberto Fusillo,29,7740
30277,30454,10300,2019-06-29 00:00:00.0,,2500,2019-06-29 00:00:00.0,10477,Roberto Fusillo,Roberto Fusillo,29,7740
30278,30454,10301,2017-06-28 00:00:00.0,,2500,2017-06-28 00:00:00.0,10477,Roberto Fusillo,Roberto Fusillo,7,7740
30279,30156,10302,2016-06-09 00:00:00.0,,3900,2016-06-09 00:00:00.0,10179,Giorgio Giordano,Giorgio Giordano,39,7730
30856,30730,10303,2014-08-23 00:00:00.0,2019-11-30 00:00:00.0,4400,2014-08-23 00:00:00.0,10764,Chale Soto,Chale Soto,7,7720
30280,30455,10303,2019-12-01 00:00:00.0,,4400,2014-08-23 00:00:00.0,10478,Claudia Gianni,Claudia Gianni,7,7720
30281,30459,10304,2016-10-15 00:00:00.0,,5800,2016-10-15 00:00:00.0,10482,Isabella Lombardi,Isabella Lombardi,7,7810
30841,30658,10305,2015-01-23 00:00:00.0,2019-05-08 00:00:00.0,5100,2015-01-23 00:00:00.0,10692,Emil Jever,Emil Jever,39,7820
30842,30778,10305,2019-05-09 00:00:00.0,2020-04-19 00:00:00.0,5100,2015-01-23 00:00:00.0,10183,Otto Kunstler,Otto Kunstler,39,7820
30282,30161,10305,2020-04-20 00:00:00.0,,5100,2015-01-23 00:00:00.0,10184,Paul Muller,Paul Muller,39,7820
30896,30660,10306,2016-02-07 00:00:00.0,2017-09-15 00:00:00.0,4800,2016-02-07 00:00:00.0,10694,Bautista Fernandez,Bautista Fernandez,7,7810
30830,30666,10325,2019-04-17 00:00:00.0,2020-06-26 00:00:00.0,3400,2019-04-17 00:00:00.0,10700,Amaury Moreau,Amaury Moreau,40,8760
30302,30300,10325,2020-06-27 00:00:00.0,,3400,2019-04-17 00:00:00.0,10323,Aaghie Heiman,Aaghie Heiman,40,8760
30831,30666,10326,2016-12-15 00:00:00.0,2020-06-26 00:00:00.0,3400,2016-12-15 00:00:00.0,10700,Amaury Moreau,Amaury Moreau,40,8760
30303,30300,10326,2020-06-27 00:00:00.0,,3400,2016-12-15 00:00:00.0,10323,Aaghie Heiman,Aaghie Heiman,40,8760
30304,30470,10327,2016-09-09 00:00:00.0,,3700,2016-09-09 00:00:00.0,10494,Jennifer Chambers,Jennifer Chambers,40,8710
30305,30470,10328,2014-04-17 00:00:00.0,,3700,2014-04-17 00:00:00.0,10494,Jennifer Chambers,Jennifer Chambers,40,8710
30857,30661,10329,2015-03-20 00:00:00.0,2019-11-13 00:00:00.0,4000,2015-03-20 00:00:00.0,10695,Michel Martin,Michel Martin,40,8730
30306,30473,10329,2019-11-14 00:00:00.0,,4000,2015-03-20 00:00:00.0,10497,Anja Breitfeld,Anja Breitfeld,40,8730
30858,30661,10330,2018-08-19 00:00:00.0,2019-11-13 00:00:00.0,4000,2018-08-19 00:00:00.0,10695,Michel Martin,Michel Martin,40,8730
30307,30473,10330,2019-11-14 00:00:00.0,,4000,2018-08-19 00:00:00.0,10497,Anja Breitfeld,Anja Breitfeld,40,8730
30308,30473,10331,2020-01-16 00:00:00.0,,4000,2020-01-16 00:00:00.0,10497,Anja Breitfeld,Anja Breitfeld,40,8730
30859,30661,10332,2018-12-12 00:00:00.0,2019-11-13 00:00:00.0,4000,2018-12-12 00:00:00.0,10695,Michel Martin,Michel Martin,40,8730
30180,30179,10203,2017-03-19 00:00:00.0,,2400,2017-03-19 00:00:00.0,10202,Patrick Lioutau,Patrick Lioutau,40,8740
30181,30179,10204,2019-01-04 00:00:00.0,,2400,2019-01-04 00:00:00.0,10202,Patrick Lioutau,Patrick Lioutau,40,8740
30182,30179,10205,2020-05-22 00:00:00.0,,2400,2020-05-22 00:00:00.0,10202,Patrick Lioutau,Patrick Lioutau,40,8740
30983,30665,10206,2015-07-12 00:00:00.0,2017-02-15 00:00:00.0,2600,2015-07-12 00:00:00.0,10699,Alfred Durand,Alfred Durand,40,8740
30183,30179,10206,2017-02-16 00:00:00.0,,2600,2015-07-12 00:00:00.0,10202,Patrick Lioutau,Patrick Lioutau,40,8740
30200,30316,10223,2019-09-14 00:00:00.0,,5100,2017-03-10 00:00:00.0,10339,Grazia Gallo,Grazia Gallo,40,8820
30862,30668,10224,2017-04-30 00:00:00.0,2019-09-13 00:00:00.0,5100,2017-04-30 00:00:00.0,10702,Rolf Erler,Rolf Erler,40,8820
30201,30316,10224,2019-09-14 00:00:00.0,,5100,2017-04-30 00:00:00.0,10339,Grazia Gallo,Grazia Gallo,40,8820
30863,30668,10225,2018-01-20 00:00:00.0,2019-09-13 00:00:00.0,5100,2018-01-20 00:00:00.0,10702,Rolf Erler,Rolf Erler,40,8820
30202,30316,10225,2019-09-14 00:00:00.0,,5100,2018-01-20 00:00:00.0,10339,Grazia Gallo,Grazia Gallo,40,8820
30203,30316,10226,2020-01-23 00:00:00.0,,5100,2020-01-23 00:00:00.0,10339,Grazia Gallo,Grazia Gallo,40,8820
30864,30668,10227,2015-08-12 00:00:00.0,2019-09-13 00:00:00.0,5100,2015-08-12 00:00:00.0,10702,Rolf Erler,Rolf Erler,40,8820
30204,30316,10227,2019-09-14 00:00:00.0,,5100,2015-08-12 00:00:00.0,10339,Grazia Gallo,Grazia Gallo,40,8820
30865,30668,10228,2014-08-13 00:00:00.0,2019-09-13 00:00:00.0,5100,2014-08-13 00:00:00.0,10702,Rolf Erler,Rolf Erler,40,8820
30205,30316,10228,2019-09-14 00:00:00.0,,5100,2014-08-13 00:00:00.0,10339,Grazia Gallo,Grazia Gallo,40,8820
30922,30669,10229,2016-07-14 00:00:00.0,2018-10-09 00:00:00.0,5600,2016-07-14 00:00:00.0,10703,Tresa Seefelder,Tresa Seefelder,40,040
30782,30322,10229,2018-10-10 00:00:00.0,2019-07-25 00:00:00.0,5600,2016-07-14 00:00:00.0,10345,Ulla Blackmore,Ulla Blackmore,40,040
30206,30322,10229,2019-07-26 00:00:00.0,,5700,2019-07-26 00:00:00.0,10345,Ulla Blackmore,Ulla Blackmore,40,040
30900,30669,10230,2018-06-22 00:00:00.0,2018-10-09 00:00:00.0,5700,2018-06-22 00:00:00.0,10703,Tresa Seefelder,Tresa Seefelder,40,040
30207,30322,10230,2018-10-10 00:00:00.0,,5700,2018-06-22 00:00:00.0,10345,Ulla Blackmore,Ulla Blackmore,40,040
30208,30322,10231,2019-10-20 00:00:00.0,,5700,2019-10-20 00:00:00.0,10345,Ulla Blackmore,Ulla Blackmore,40,040
30209,30322,10232,2020-04-10 00:00:00.0,,5500,2020-04-10 00:00:00.0,10345,Ulla Blackmore,Ulla Blackmore,40,040
30210,30322,10233,2019-05-10 00:00:00.0,,5500,2019-05-10 00:00:00.0,10345,Ulla Blackmore,Ulla Blackmore,40,040
30241,30236,10264,2019-05-05 00:00:00.0,,2500,2019-05-05 00:00:00.0,10259,Kerstin Lagerskiöld,Kerstin Lagerskiöld,15,5740
30452,30144,10475,2015-09-17 00:00:00.0,,3500,2015-09-17 00:00:00.0,10167,Umberto Colombo,Umberto Colombo,29,7710
30453,30158,10476,2016-10-10 00:00:00.0,,4200,2015-06-07 00:00:00.0,10181,Ludwig Kellerman,Ludwig Kellerman,39,7750
30454,30144,10477,2015-05-27 00:00:00.0,,2300,2015-05-27 00:00:00.0,10167,Umberto Colombo,Umberto Colombo,7,7740
30455,30146,10478,2019-12-01 00:00:00.0,,4300,2019-12-01 00:00:00.0,10169,Almut Diederichsen,Almut Diederichsen,7,7720
30456,30146,10479,2020-04-16 00:00:00.0,,4300,2020-04-16 00:00:00.0,10169,Almut Diederichsen,Almut Diederichsen,29,7720
30457,30268,10480,2017-09-16 00:00:00.0,,4500,2017-09-16 00:00:00.0,10291,Isabel Torres,Isabel Torres,7,7810
30458,30457,10481,2014-08-10 00:00:00.0,,4600,2014-08-10 00:00:00.0,10480,Gabriella Boscolo,Gabriella Boscolo,7,7810
30459,30457,10482,2014-05-24 00:00:00.0,,4700,2014-05-24 00:00:00.0,10480,Gabriella Boscolo,Gabriella Boscolo,7,7810
30460,30459,10483,2018-12-08 00:00:00.0,,4800,2018-12-08 00:00:00.0,10482,Isabella Lombardi,Isabella Lombardi,7,7810
30461,30462,10484,2018-04-05 00:00:00.0,,5400,2018-04-05 00:00:00.0,10486,Fabian Tibor,Fabian Tibor,39,039
30806,30655,10486,2014-08-23 00:00:00.0,2018-04-04 00:00:00.0,5400,2014-08-23 00:00:00.0,10689,Derek Hirsch,Derek Hirsch,39,039
30500,30544,10524,2019-09-01 00:00:00.0,,4000,2019-09-01 00:00:00.0,10568,Kouhei Kimura,康平 木村,28,4730
30501,30555,10525,2018-06-21 00:00:00.0,,4200,2018-06-21 00:00:00.0,10579,Kaori Takahashi,香 高橋,28,4750
30502,30066,10526,2020-04-19 00:00:00.0,,5500,2020-04-19 00:00:00.0,10089,Alice Walter,Alice Walter,28,028
30855,30676,10527,2018-01-06 00:00:00.0,2020-01-24 00:00:00.0,5600,2018-01-06 00:00:00.0,10710,Karen Donnelly,Karen Donnelly,28,028
30503,30066,10527,2020-01-25 00:00:00.0,,5600,2018-01-06 00:00:00.0,10089,Alice Walter,Alice Walter,28,028
30504,30628,10528,2020-06-18 00:00:00.0,,4400,2020-06-18 00:00:00.0,10652,Saburo Tanaka,三郎 田中,28,4720
30505,30080,10529,2016-11-17 00:00:00.0,,5500,2016-11-17 00:00:00.0,10103,Kwei-Ping Kao,奎平 高,33,033
30506,30629,10530,2019-09-12 00:00:00.0,,2200,2019-09-12 00:00:00.0,10653,Meifeng Toh,美鳳 桌,28,4740
30808,30675,10531,2017-01-05 00:00:00.0,2018-01-31 00:00:00.0,3600,2017-01-05 00:00:00.0,10709,Bang Zhou,邦 周,33,4710
30507,30572,10531,2018-02-01 00:00:00.0,,3500,2018-02-01 00:00:00.0,10596,Lifang Tan,麗芳 陈,33,4710
30508,30528,10532,2018-02-08 00:00:00.0,,4700,2018-02-08 00:00:00.0,10552,Shujuan Hu,淑娟 胡,28,4810
30509,30508,10533,2020-05-21 00:00:00.0,,4800,2020-05-21 00:00:00.0,10532,Dean Campbell,Dean Campbell,28,4810
30555,30556,10579,2018-02-15 00:00:00.0,,4100,2018-02-15 00:00:00.0,10580,Daiki Watanabe,大輝 渡辺,25,4750
30217,30322,10240,2018-12-07 00:00:00.0,,5600,2018-12-07 00:00:00.0,10345,Ulla Blackmore,Ulla Blackmore,40,040
30905,30669,10241,2016-07-21 00:00:00.0,2018-10-09 00:00:00.0,5600,2016-07-21 00:00:00.0,10703,Tresa Seefelder,Tresa Seefelder,40,040
